# x_m, y_m, v_mps
-7.930,-2.496,5.799
-7.820,-2.514,5.821
-7.710,-2.528,5.844
-7.600,-2.540,5.869
-7.490,-2.550,5.895
-7.380,-2.557,5.923
-7.271,-2.561,5.954
-7.162,-2.563,5.986
-7.053,-2.563,6.020
-6.945,-2.561,6.055
-6.837,-2.557,6.093
-6.730,-2.551,6.132
-6.623,-2.543,6.173
-6.516,-2.534,6.215
-6.410,-2.522,6.260
-6.305,-2.510,6.306
-6.200,-2.496,6.355
-6.095,-2.480,6.405
-5.991,-2.464,6.457
-5.888,-2.446,6.510
-5.785,-2.427,6.565
-5.683,-2.407,6.622
-5.581,-2.386,6.681
-5.480,-2.365,6.740
-5.379,-2.342,6.801
-5.279,-2.319,6.863
-5.179,-2.296,6.926
-5.080,-2.272,6.990
-4.981,-2.248,7.055
-4.883,-2.223,7.120
-4.785,-2.198,7.186
-4.687,-2.173,7.253
-4.590,-2.148,7.320
-4.493,-2.123,7.388
-4.396,-2.098,7.456
-4.300,-2.073,7.524
-4.203,-2.048,7.593
-4.107,-2.023,7.660
-4.010,-1.998,7.726
-3.914,-1.973,7.792
-3.817,-1.948,7.856
-3.720,-1.923,7.918
-3.622,-1.897,7.979
-3.525,-1.872,8.000
-3.428,-1.846,8.000
-3.330,-1.820,8.000
-3.233,-1.793,8.000
-3.136,-1.767,8.000
-3.039,-1.740,8.000
-2.942,-1.713,7.943
-2.845,-1.686,7.882
-2.748,-1.659,7.820
-2.652,-1.632,7.756
-2.555,-1.605,7.692
-2.459,-1.578,7.627
-2.362,-1.550,7.562
-2.266,-1.523,7.495
-2.169,-1.495,7.430
-2.072,-1.467,7.365
-1.975,-1.438,7.300
-1.878,-1.410,7.237
-1.781,-1.380,7.174
-1.683,-1.351,7.112
-1.586,-1.320,7.051
-1.488,-1.290,6.991
-1.390,-1.258,6.932
-1.293,-1.226,6.874
-1.195,-1.192,6.817
-1.097,-1.158,6.760
-0.999,-1.123,6.705
-0.901,-1.087,6.652
-0.803,-1.050,6.599
-0.706,-1.012,6.548
-0.608,-0.972,6.499
-0.511,-0.931,6.451
-0.414,-0.889,6.405
-0.317,-0.845,6.360
-0.221,-0.800,6.317
-0.125,-0.753,6.276
-0.030,-0.704,6.237
0.065,-0.654,6.199
0.160,-0.602,6.163
0.253,-0.548,6.128
0.346,-0.492,6.095
0.438,-0.434,6.063
0.530,-0.374,6.034
0.620,-0.311,6.005
0.709,-0.247,5.978
0.797,-0.180,5.953
0.883,-0.112,5.930
0.968,-0.041,5.909
1.051,0.033,5.889
1.133,0.108,5.870
1.213,0.186,5.853
1.292,0.267,5.838
1.368,0.350,5.824
1.443,0.437,5.811
1.515,0.526,5.800
1.584,0.618,5.790
1.651,0.713,5.782
1.714,0.811,5.775
1.773,0.911,5.770
1.829,1.012,5.766
1.880,1.115,5.765
1.929,1.219,5.763
1.973,1.325,5.762
2.014,1.433,5.760
2.052,1.541,5.759
2.085,1.650,5.757
2.116,1.761,5.756
2.142,1.872,5.754
2.165,1.984,5.753
2.184,2.097,5.751
2.200,2.210,5.750
2.212,2.324,5.749
2.220,2.437,5.747
2.225,2.552,5.746
2.226,2.666,5.744
2.223,2.780,5.743
2.217,2.894,5.741
2.207,3.008,5.740
2.194,3.121,5.738
2.176,3.235,5.737
2.155,3.347,5.735
2.130,3.459,5.734
2.102,3.570,5.732
2.070,3.681,5.731
2.034,3.790,5.729
1.994,3.898,5.728
1.951,4.005,5.727
1.903,4.111,5.725
1.852,4.215,5.724
1.797,4.317,5.722
1.738,4.417,5.721
1.676,4.516,5.719
1.609,4.612,5.718
1.539,4.706,5.716
1.465,4.797,5.715
1.387,4.886,5.713
1.305,4.971,5.712
1.219,5.054,5.710
1.129,5.133,5.708
1.036,5.208,5.707
0.939,5.279,5.705
0.838,5.346,5.704
0.733,5.408,5.702
0.625,5.466,5.701
0.513,5.518,5.699
0.398,5.564,5.698
0.279,5.605,5.696
0.157,5.638,5.694
0.032,5.665,5.693
-0.095,5.683,5.691
-0.221,5.694,5.690
-0.346,5.697,5.688
-0.470,5.693,5.687
-0.593,5.683,5.685
-0.713,5.667,5.683
-0.832,5.646,5.682
-0.948,5.619,5.680
-1.063,5.588,5.679
-1.175,5.552,5.677
-1.285,5.512,5.676
-1.393,5.469,5.675
-1.499,5.421,5.673
-1.602,5.371,5.672
-1.703,5.317,5.675
-1.801,5.261,5.686
-1.897,5.202,5.703
-1.991,5.141,5.727
-2.082,5.078,5.756
-2.172,5.013,5.792
-2.259,4.947,5.834
-2.344,4.880,5.881
-2.428,4.811,5.935
-2.509,4.741,5.994
-2.589,4.671,6.060
-2.668,4.599,6.133
-2.745,4.528,6.211
-2.820,4.456,6.297
-2.894,4.384,6.382
-2.968,4.312,6.465
-3.040,4.241,6.547
-3.111,4.169,6.626
-3.182,4.098,6.704
-3.252,4.028,6.781
-3.322,3.959,6.700
-3.391,3.890,6.617
-3.460,3.823,6.546
-3.529,3.757,6.486
-3.598,3.692,6.438
-3.667,3.629,6.401
-3.736,3.567,6.374
-3.806,3.508,6.359
-3.876,3.450,6.354
-3.947,3.394,6.353
-4.018,3.340,6.352
-4.089,3.288,6.350
-4.162,3.239,6.349
-4.235,3.192,6.348
-4.308,3.148,6.347
-4.383,3.107,6.345
-4.457,3.068,6.344
-4.533,3.033,6.343
-4.609,3.001,6.342
-4.685,2.972,6.341
-4.762,2.947,6.340
-4.839,2.925,6.339
-4.917,2.907,6.337
-4.997,2.891,6.336
-5.078,2.879,6.335
-5.161,2.870,6.334
-5.245,2.863,6.333
-5.330,2.860,6.332
-5.416,2.859,6.330
-5.503,2.861,6.329
-5.591,2.865,6.328
-5.679,2.871,6.327
-5.769,2.880,6.325
-5.859,2.890,6.325
-5.949,2.903,6.336
-6.040,2.917,6.358
-6.132,2.932,6.392
-6.225,2.950,6.437
-6.318,2.968,6.494
-6.412,2.987,6.564
-6.506,3.008,6.640
-6.602,3.029,6.716
-6.698,3.051,6.736
-6.795,3.073,6.606
-6.893,3.095,6.487
-6.991,3.117,6.377
-7.091,3.139,6.277
-7.192,3.161,6.185
-7.294,3.182,6.101
-7.397,3.202,6.025
-7.502,3.221,5.955
-7.607,3.238,5.893
-7.714,3.254,5.837
-7.822,3.268,5.788
-7.931,3.279,5.745
-8.041,3.289,5.710
-8.152,3.295,5.681
-8.265,3.299,5.659
-8.379,3.299,5.645
-8.493,3.296,5.638
-8.608,3.288,5.637
-8.724,3.277,5.635
-8.841,3.260,5.634
-8.958,3.239,5.632
-9.075,3.212,5.631
-9.192,3.180,5.629
-9.309,3.142,5.628
-9.424,3.097,5.626
-9.538,3.045,5.625
-9.650,2.986,5.623
-9.759,2.920,5.621
-9.864,2.846,5.620
-9.965,2.766,5.618
-10.060,2.680,5.616
-10.149,2.589,5.615
-10.232,2.493,5.613
-10.308,2.393,5.612
-10.378,2.290,5.610
-10.442,2.184,5.609
-10.500,2.075,5.607
-10.552,1.964,5.606
-10.598,1.851,5.604
-10.639,1.737,5.603
-10.674,1.621,5.601
-10.703,1.504,5.600
-10.727,1.387,5.598
-10.746,1.269,5.597
-10.759,1.151,5.595
-10.768,1.033,5.594
-10.772,0.915,5.592
-10.771,0.797,5.591
-10.765,0.680,5.589
-10.755,0.564,5.588
-10.741,0.449,5.586
-10.723,0.335,5.585
-10.701,0.223,5.584
-10.676,0.111,5.582
-10.647,0.001,5.581
-10.615,-0.108,5.579
-10.579,-0.216,5.578
-10.541,-0.323,5.576
-10.498,-0.428,5.575
-10.453,-0.533,5.574
-10.404,-0.636,5.572
-10.352,-0.738,5.571
-10.297,-0.837,5.569
-10.239,-0.936,5.568
-10.177,-1.032,5.568
-10.112,-1.126,5.569
-10.044,-1.218,5.571
-9.974,-1.308,5.575
-9.900,-1.396,5.578
-9.823,-1.481,5.583
-9.744,-1.564,5.588
-9.662,-1.644,5.593
-9.577,-1.721,5.599
-9.489,-1.796,5.605
-9.398,-1.868,5.612
-9.306,-1.936,5.620
-9.210,-2.002,5.629
-9.112,-2.064,5.638
-9.012,-2.122,5.648
-8.910,-2.177,5.658
-8.805,-2.229,5.670
-8.698,-2.276,5.682
-8.589,-2.319,5.696
-8.480,-2.358,5.710
-8.370,-2.393,5.726
-8.260,-2.424,5.742
-8.150,-2.451,5.760
-8.040,-2.475,5.779
